events_id,E_sum_cen_biletow_z_rynku_w,E_srednia_cena_biletow_z_rynku_w,E_liczba_biletow_z_rynku_w,E_dostepne_sektory
379642,5225,95,55,event bez numerowanych miejsc
336667,5100,85,60,event bez numerowanych miejsc
347867,6300,90,70,event bez numerowanych miejsc
307002,480,120,4,event bez numerowanych miejsc
358391,60,10,6,event bez numerowanych miejsc
358390,70,10,7,event bez numerowanych miejsc
422935,0,0,0,event bez numerowanych miejsc
421351,0,0,0,event bez numerowanych miejsc
388696,3600,60,60,event bez numerowanych miejsc
419373,140,5,28,event bez numerowanych miejsc
335704,0,0,0,event bez numerowanych miejsc
387053,480,160,3,event bez numerowanych miejsc
347040,6000,20,300,event bez numerowanych miejsc
347163,5265,15,351,event bez numerowanych miejsc
348118,3750,15,250,event bez numerowanych miejsc
349659,7500,20,375,event bez numerowanych miejsc
352192,3750,15,250,event bez numerowanych miejsc
317686,2520,70,36,event bez numerowanych miejsc
369431,560,35,16,event z jadną głowna salą
270296,2125,25,85,event z jadną głowna salą
267314,0,0,0,event z jadną głowna salą
361759,1540,70,22,event bez numerowanych miejsc
308556,30,15,2,event bez numerowanych miejsc
321735,15,15,1,event bez numerowanych miejsc
338360,120,20,6,event bez numerowanych miejsc
307727,0,0,0,event z jadną głowna salą
323744,165,5,33,event z jadną głowna salą
340383,690,15,46,event z jadną głowna salą
268939,560,20,28,event z jadną głowna salą
332869,195,5,39,event z jadną głowna salą
316694,0,0,27,event z jadną głowna salą
338746,135,5,27,event z jadną głowna salą
338745,175,5,35,event z jadną głowna salą
370364,120,5,24,event z jadną głowna salą
298317,600,20,30,event z jadną głowna salą
338747,155,5,31,event z jadną głowna salą
310500,0,0,20,event z jadną głowna salą
307206,100,5,20,event z jadną głowna salą
318621,0,0,18,event z jadną głowna salą
378822,15,5,3,event z jadną głowna salą
353081,0,0,0,event z jadną głowna salą
378820,5,5,1,event z jadną głowna salą
378821,5,5,1,event z jadną głowna salą
409918,600,20,30,event bez numerowanych miejsc
431463,450,25,18,event z jadną głowna salą
315405,1750,50,35,event z jadną głowna salą
307678,460,20,23,event z jadną głowna salą
379237,420,20,21,event z jadną głowna salą
319575,1650,55,30,event z jadną głowna salą
432481,225,15,15,event z jadną głowna salą
316707,150,50,3,event bez numerowanych miejsc
429455,325,25,13,event z jadną głowna salą
430419,270,30,9,event z jadną głowna salą
432733,240,30,8,event z jadną głowna salą
339908,150,50,3,event bez numerowanych miejsc
353190,0,0,20,event z jadną głowna salą
429454,200,25,8,event z jadną głowna salą
430418,315,45,7,event z jadną głowna salą
429456,0,0,0,event z jadną głowna salą
308642,525,35,15,event z jadną głowna salą
299382,190,10,19,event z jadną głowna salą
309241,195,15,13,event z jadną głowna salą
422733,0,0,0,event z jadną głowna salą
353122,75,25,3,event z jadną głowna salą
352422,0,0,0,event z jadną głowna salą
383075,80,40,2,event bez numerowanych miejsc
400752,1740,60,29,event bez numerowanych miejsc
308823,70,70,1,event z jadną głowna salą
308826,80,80,1,event z jadną głowna salą
308816,65,65,1,event z jadną głowna salą
304056,450,45,10,event z jadną głowna salą
304058,360,40,9,event z jadną głowna salą
329913,280,40,7,event z jadną głowna salą
329947,70,35,2,event z jadną głowna salą
308701,495,45,11,event z jadną głowna salą
327156,35,35,1,event z jadną głowna salą
329923,50,25,2,event z jadną głowna salą
345019,135,45,3,event z jadną głowna salą
348818,90,45,2,event z jadną głowna salą
329917,540,45,12,event z jadną głowna salą
329925,75,25,3,event z jadną głowna salą
329910,200,40,5,event z jadną głowna salą
308574,20,20,1,event z jadną głowna salą
336512,105,35,3,event z jadną głowna salą
345015,20,20,1,event z jadną głowna salą
329918,245,35,7,event z jadną głowna salą
329927,0,0,0,event z jadną głowna salą
345014,20,20,1,event z jadną głowna salą
336513,200,40,5,event z jadną głowna salą
348820,105,35,3,event z jadną głowna salą
308313,105,35,3,event z jadną głowna salą
308784,50,10,5,event z jadną głowna salą
329916,680,40,17,event z jadną głowna salą
308312,0,0,0,event z jadną głowna salą
308314,60,30,2,event z jadną głowna salą
334017,120,20,6,event z jadną głowna salą
308317,0,0,0,event z jadną głowna salą
355208,1320,55,24,event z jadną głowna salą
308315,0,0,0,event z jadną głowna salą
308329,0,0,0,event z jadną głowna salą
329912,400,40,10,event z jadną głowna salą
393438,180,45,4,event bez numerowanych miejsc
308589,0,0,0,event z jadną głowna salą
308588,0,0,0,event z jadną głowna salą
308785,10,10,1,event z jadną głowna salą
314385,180,45,4,event bez numerowanych miejsc
348823,0,0,0,event z jadną głowna salą
325279,225,45,5,event bez numerowanych miejsc
314386,270,45,6,event bez numerowanych miejsc
348822,0,0,0,event z jadną głowna salą
317572,270,45,6,event bez numerowanych miejsc
323399,70,10,7,event bez numerowanych miejsc
415709,320,20,16,event bez numerowanych miejsc
415712,460,20,23,event bez numerowanych miejsc
415713,360,20,18,event bez numerowanych miejsc
386929,450,45,10,event z jadną głowna salą
327950,1160,145,8,event z jadną głowna salą
365472,3280,80,41,event z jadną głowna salą
326121,550,110,5,event z jadną głowna salą
258117,210,35,6,event z jadną głowna salą
307535,3300,60,55,event z jadną głowna salą
344796,3225,75,43,event z jadną głowna salą
326215,4050,75,54,event z jadną głowna salą
361096,2625,75,35,event z jadną głowna salą
363993,2520,60,42,event z jadną głowna salą
325327,2535,65,39,event z jadną głowna salą
338098,1600,50,32,event z jadną głowna salą
361800,1250,50,25,event z jadną głowna salą
267183,1400,50,28,event z jadną głowna salą
297668,105,15,7,event z jadną głowna salą
301616,0,0,0,event z jadną głowna salą
429303,40,10,4,event z jadną głowna salą
421577,0,0,0,event bez numerowanych miejsc
431455,0,0,0,event z jadną głowna salą
421574,210,15,14,event bez numerowanych miejsc
421178,0,0,0,event bez numerowanych miejsc
421188,0,0,0,event bez numerowanych miejsc
352466,0,0,0,event bez numerowanych miejsc
368602,250,125,2,event bez numerowanych miejsc
329844,345,15,23,event z jadną głowna salą
329843,270,15,18,event z jadną głowna salą
378058,2465,85,29,event z jadną głowna salą
360683,20,5,4,event z jadną głowna salą
364668,10,10,1,event z jadną głowna salą
384003,0,0,0,event z jadną głowna salą
344011,200,40,5,event z jadną głowna salą
365516,240,30,8,event z jadną głowna salą
369165,330,30,11,event z jadną głowna salą
378704,495,45,11,event z jadną głowna salą
381056,1035,45,23,event z jadną głowna salą
334152,240,30,8,event z jadną głowna salą
369164,180,30,6,event z jadną głowna salą
370723,350,50,7,event z jadną głowna salą
327544,0,0,0,event z jadną głowna salą
369166,75,25,3,event z jadną głowna salą
313646,25,25,1,event bez numerowanych miejsc
333970,60,30,2,event bez numerowanych miejsc
334231,280,35,8,event bez numerowanych miejsc
369167,25,25,1,event z jadną głowna salą
368338,2990,115,26,event z jadną głowna salą
433414,0,0,0,event z jadną głowna salą
297626,0,0,0,event bez numerowanych miejsc
382616,150,30,5,event bez numerowanych miejsc
317573,200,40,5,event z jadną głowna salą
306366,640,40,16,event bez numerowanych miejsc
386060,1500,60,25,event bez numerowanych miejsc
314672,380,95,4,event z jadną głowna salą
322850,85,85,1,event z jadną głowna salą
357810,65,65,1,event z jadną głowna salą
270420,0,0,0,event bez numerowanych miejsc
272459,0,0,0,event bez numerowanych miejsc
269254,40,20,2,event bez numerowanych miejsc
361810,100,50,2,event bez numerowanych miejsc
368761,0,0,0,event bez numerowanych miejsc
368763,0,0,0,event bez numerowanych miejsc
368760,35,35,1,event bez numerowanych miejsc
267728,140,140,1,event bez numerowanych miejsc
267849,50,50,1,event bez numerowanych miejsc
361484,50,50,1,event bez numerowanych miejsc
361819,15,15,1,event bez numerowanych miejsc
267915,50,50,1,event bez numerowanych miejsc
361809,50,50,1,event bez numerowanych miejsc
361817,100,100,1,event bez numerowanych miejsc
268212,120,60,2,event bez numerowanych miejsc
361698,400,400,1,event bez numerowanych miejsc
361688,0,0,0,event bez numerowanych miejsc
412413,10,10,1,event bez numerowanych miejsc
361818,25,25,1,event bez numerowanych miejsc
412361,20,10,2,event bez numerowanych miejsc
412349,30,30,1,event bez numerowanych miejsc
412338,330,165,2,event bez numerowanych miejsc
412356,0,0,0,event bez numerowanych miejsc
412336,40,40,1,event bez numerowanych miejsc
412346,20,20,1,event bez numerowanych miejsc
412347,900,450,2,event bez numerowanych miejsc
267889,0,0,0,event bez numerowanych miejsc
267906,75,25,3,event bez numerowanych miejsc
267910,75,25,3,event bez numerowanych miejsc
268063,30,30,1,event bez numerowanych miejsc
361695,25,25,1,event bez numerowanych miejsc
267832,0,0,0,event bez numerowanych miejsc
268213,30,30,1,event bez numerowanych miejsc
361697,0,0,0,event bez numerowanych miejsc
267328,35,35,1,event bez numerowanych miejsc
361693,120,120,1,event bez numerowanych miejsc
361700,0,0,0,event bez numerowanych miejsc
267940,0,0,0,event bez numerowanych miejsc
268210,0,0,0,event bez numerowanych miejsc
267916,0,0,0,event bez numerowanych miejsc
268108,50,50,1,event bez numerowanych miejsc
361812,35,35,1,event bez numerowanych miejsc
267880,35,35,1,event bez numerowanych miejsc
267330,35,35,1,event bez numerowanych miejsc
361137,50,50,1,event bez numerowanych miejsc
412360,60,15,4,event bez numerowanych miejsc
267332,0,0,0,event bez numerowanych miejsc
368604,0,0,0,event bez numerowanych miejsc
412329,0,0,0,event bez numerowanych miejsc
412343,0,0,0,event bez numerowanych miejsc
268064,0,0,0,event bez numerowanych miejsc
412339,5,5,1,event bez numerowanych miejsc
412332,10,10,1,event bez numerowanych miejsc
412337,45,15,3,event bez numerowanych miejsc
412335,45,15,3,event bez numerowanych miejsc
267882,315,35,9,event bez numerowanych miejsc
267835,135,45,3,event bez numerowanych miejsc
267836,40,40,1,event bez numerowanych miejsc
267833,135,45,3,event bez numerowanych miejsc
267843,315,45,7,event bez numerowanych miejsc
361138,495,55,9,event bez numerowanych miejsc
361487,400,50,8,event bez numerowanych miejsc
361139,495,55,9,event bez numerowanych miejsc
361896,360,45,8,event bez numerowanych miejsc
361485,550,55,10,event bez numerowanych miejsc
267850,315,45,7,event bez numerowanych miejsc
267839,225,45,5,event bez numerowanych miejsc
268062,0,0,0,event bez numerowanych miejsc
267727,0,0,0,event bez numerowanych miejsc
267914,0,0,0,event bez numerowanych miejsc
267886,0,0,0,event bez numerowanych miejsc
268033,0,0,0,event bez numerowanych miejsc
267890,0,0,0,event bez numerowanych miejsc
268219,0,0,0,event bez numerowanych miejsc
267837,0,0,0,event bez numerowanych miejsc
267855,0,0,0,event bez numerowanych miejsc
267913,0,0,0,event bez numerowanych miejsc
267974,0,0,0,event bez numerowanych miejsc
268061,0,0,0,event bez numerowanych miejsc
267883,15,15,1,event bez numerowanych miejsc
267885,15,15,1,event bez numerowanych miejsc
267919,25,25,1,event bez numerowanych miejsc
267858,15,15,1,event bez numerowanych miejsc
267952,40,40,1,event bez numerowanych miejsc
267331,60,60,1,event bez numerowanych miejsc
268265,30,15,2,event bez numerowanych miejsc
267884,40,40,1,event bez numerowanych miejsc
267876,10,5,2,event bez numerowanych miejsc
361803,0,0,0,event bez numerowanych miejsc
361844,0,0,0,event bez numerowanych miejsc
361691,0,0,0,event bez numerowanych miejsc
361815,0,0,0,event bez numerowanych miejsc
361486,15,15,1,event bez numerowanych miejsc
268209,0,0,0,event bez numerowanych miejsc
267893,0,0,0,event bez numerowanych miejsc
268273,0,0,0,event bez numerowanych miejsc
267911,15,15,1,event bez numerowanych miejsc
268111,0,0,0,event bez numerowanych miejsc
360541,0,0,0,event bez numerowanych miejsc
270386,245,35,7,event z jadną głowna salą
270385,385,35,11,event z jadną głowna salą
313271,35,35,1,event z jadną głowna salą
367862,20,20,1,event z jadną głowna salą
309737,35,35,1,event z jadną głowna salą
352296,30,30,1,event z jadną głowna salą
330069,70,35,2,event z jadną głowna salą
367863,25,25,1,event z jadną głowna salą
330068,60,30,2,event z jadną głowna salą
386789,0,0,0,event z jadną głowna salą
309736,70,35,2,event z jadną głowna salą
332866,60,30,2,event z jadną głowna salą
259623,120,30,4,event z jadną głowna salą
326313,270,45,6,event z jadną głowna salą
337634,280,35,8,event z jadną głowna salą
337636,280,35,8,event z jadną głowna salą
313796,0,0,0,event z jadną głowna salą
321705,30,15,2,event z jadną głowna salą
352200,40,20,2,event z jadną głowna salą
321703,0,0,0,event z jadną głowna salą
434854,0,0,0,event bez numerowanych miejsc
433415,0,0,0,event bez numerowanych miejsc
318696,360,60,6,event bez numerowanych miejsc
423321,0,0,0,event bez numerowanych miejsc
341816,225,25,9,event bez numerowanych miejsc
385016,315,35,9,event bez numerowanych miejsc
412915,0,0,10,event bez numerowanych miejsc
403209,0,0,0,event bez numerowanych miejsc
366639,0,0,0,event bez numerowanych miejsc
360701,1500,50,30,event bez numerowanych miejsc
326486,180,90,2,event bez numerowanych miejsc
386101,0,0,0,event bez numerowanych miejsc
383189,175,35,5,event bez numerowanych miejsc
260461,0,0,0,event bez numerowanych miejsc
433325,150,150,1,event bez numerowanych miejsc
433326,150,150,1,event bez numerowanych miejsc
378380,0,0,0,event bez numerowanych miejsc
382028,0,0,0,event bez numerowanych miejsc
392141,900,75,12,event bez numerowanych miejsc
415589,0,0,0,event bez numerowanych miejsc
415101,0,0,0,event bez numerowanych miejsc
408811,150,50,3,event z jadną głowna salą
284077,650,50,13,event z jadną głowna salą
334632,175,25,7,event z jadną głowna salą
348117,2030,70,29,event z jadną głowna salą
313139,460,20,23,event z jadną głowna salą
423645,0,0,0,event z jadną głowna salą
381488,420,15,28,event z jadną głowna salą
381489,450,15,30,event z jadną głowna salą
381496,0,0,0,event bez numerowanych miejsc
381492,15,15,1,event bez numerowanych miejsc
